Number_Plate,Vehicle_Type,Model,Part_Name,Category,Supplier,Purchase_Cost,Service_Date,Issue_Reported,Service_Type,Fuel_Consumed_Litres,Distance_Covered_KM,Insurance_Cost,Cost_of_Ownership
KCD 645H,Light vehicle,Probox,Alternator,Electrical,AutoGen_6,14938.17,28-04-25,No power output,Emergency,69.01,649.48,18978.48,52027.25
KDA 111B,Light vehicle,Landcruiser,Air Filter,Air Intake,AutoGen_9,14289.03,22-10-24,Reduced air intake,Breakdown,169.81,270.24,13402.77,40791.53
KDC 849H,Light vehicle,Probox,Spark Plug,Ignition,AutoGen_9,7685.39,14-01-25,Hydraulic issue,Preventive,100.57,1522.97,14863.36,32755.78
KCB 667A,Light vehicle,Probox,Alternator,Electrical,AutoGen_2,8303.64,03-03-25,Electrical failure,Emergency,106.27,1063.77,18831.17,34779.14
KDB 237F,Light vehicle,Landcruiser,Fuel Pump,Fuel System,AutoGen_6,8950.37,31-01-25,Hydraulic issue,Preventive,138.99,1171.89,12274.69,35383.88
KCA 849E,Light vehicle,Landcruiser,Alternator,Electrical,JKT,4562.16,28-05-25,Electrical failure,Emergency,96.43,1119.19,26509.96,47763.56
KDB 826H,Light vehicle,Probox,Radiator,Cooling System,AutoGen_9,6392.07,19-09-24,Coolant leakage,Preventive,168.46,1227.09,14819.22,30491.1
KCC 614D,Light vehicle,Probox,Air Filter,Air Intake,AutoGen_8,9330.11,29-08-24,Clogged filter,Corrective,127.88,595.14,9960.12,37867.62
KCC 435F,Light vehicle,Probox,Spark Plug,Ignition,AutoGen_2,13548.86,08-05-25,Engine noise,Breakdown,100.9,1374.78,20341.62,53602.68
KDB 399C,Light vehicle,Landcruiser,Battery,Electrical,AutoGen_9,2715.84,14-07-24,Won't start,Breakdown,46.2,163.18,23212.37,40021.96
KDD 939H,Light vehicle,Landcruiser,Brake Pads,Braking System,AutoGen_9,5108.71,19-07-24,Low power,Emergency,134.87,1348.12,16819.52,31755.26
KAC 917E,Light vehicle,Landcruiser,Hydraulic Pump,Hydraulics,AutoGen_8,5714.21,03-04-25,Low pressure,Breakdown,73.57,840.69,29968.67,50040.34
KAB 511C,Light vehicle,Landcruiser,Oil Filter,Engine,AutoGen_5,3622.03,03-05-25,Reduced engine performance,Emergency,78.79,488.92,6352,27190.32
KCB 241G,Light vehicle,Probox,Fuel Pump,Fuel System,AutoGen_4,5534.03,28-04-25,Low power,Breakdown,70.53,1915.58,10394.77,34731.73
KCA 708C,Light vehicle,Probox,Battery,Electrical,AutoGen_10,12583.45,18-01-25,Battery issue,Emergency,185.13,137.53,20188.72,46902.99
KBA 874D,Light vehicle,Landcruiser,Spark Plug,Ignition,AutoGen_4,4160.35,28-08-24,Overheating,Emergency,66.27,754.65,20512.12,43189.61
KDA 858G,Light vehicle,Landcruiser,Radiator,Cooling System,AutoGen_9,3733.01,26-01-25,Coolant leakage,Preventive,67.71,323.21,5846.82,26777.13
KBA 317A,Light vehicle,Probox,Tyre,Wheels,JKT,4132.33,11-09-24,Puncture,Corrective,122.94,962.92,27850.97,39689.67
KCD 898C,Light vehicle,Landcruiser,Hydraulic Pump,Hydraulics,AutoGen_5,11279.08,05-06-25,Low pressure,Corrective,69.78,1053.65,16533.32,33671.93
KDB 756B,Light vehicle,Probox,Oil Filter,Engine,JKT,14264.96,17-02-25,Oil leakage,Preventive,124.88,1595.53,25848.71,46653.98
KAA 184E,Light vehicle,Landcruiser,Alternator,Electrical,AutoGen_1,3416.61,22-04-25,No power output,Corrective,69.68,1961.11,26676.24,46032.16
KBB 435A,Light vehicle,Landcruiser,Battery,Electrical,JKT,4027.24,20-02-25,Won't start,Emergency,73.65,1768.25,28930.41,50657.88
KAB 324E,Light vehicle,Probox,Tyre,Wheels,JKT,10233.4,16-07-24,New tyre,Breakdown,56.28,1275.25,22518.33,42993.32
KBC 143F,Light vehicle,Landcruiser,Air Filter,Air Intake,AutoGen_1,10411.3,09-07-24,Reduced air intake,Breakdown,84.65,593.03,26338.13,55921.47
KAB 580E,Light vehicle,Probox,Hydraulic Pump,Hydraulics,AutoGen_8,6935.7,26-03-25,Fluid leakage,Emergency,20.39,1801.26,25539.26,38667.39
KBB 229F,Light vehicle,Landcruiser,Spark Plug,Ignition,AutoGen_5,8594.6,17-07-24,Overheating,Preventive,77.05,1939.98,19192.75,43139.85
KAA 200A,Light vehicle,Probox,Radiator,Cooling System,AutoGen_6,14041.32,09-07-24,Overheating,Breakdown,129.4,386.35,17521.39,46337.68
KBA 998C,Light vehicle,Landcruiser,Hydraulic Pump,Hydraulics,AutoGen_5,2221.68,11-04-25,Fluid leakage,Breakdown,180.26,1656.52,28604.21,43804.63
KBB 730G,Light vehicle,Landcruiser,Spark Plug,Ignition,AutoGen_2,4941.17,18-02-25,Low power,Corrective,100.36,1798.17,14770.33,26963.88
KDB 748H,Light vehicle,Probox,Battery,Electrical,AutoGen_1,14660.42,13-07-24,Battery issue,Preventive,31.8,564.75,17039.69,46931.31
KDC 574G,Light vehicle,Probox,Alternator,Electrical,AutoGen_5,5931.76,21-12-24,No power output,Preventive,187.75,652.9,25667.62,51102.31
KBC 731E,Light vehicle,Landcruiser,Air Filter,Air Intake,AutoGen_10,13661.36,11-08-24,Clogged filter,Breakdown,94.25,1878.72,12058.4,36317.28
KAD 144B,Light vehicle,Probox,Alternator,Electrical,AutoGen_9,8259.13,04-01-25,No power output,Corrective,88.76,325.76,15800.48,34206.9
KAC 832H,Light vehicle,Landcruiser,Battery,Electrical,AutoGen_2,2036.95,05-04-25,Won't start,Emergency,83.61,1646.67,27797.88,43568.57
KAA 753B,Light vehicle,Landcruiser,Alternator,Electrical,AutoGen_1,14943.47,29-01-25,Overcharging,Breakdown,25.51,1824.61,14745.51,41039.34
KCD 313C,Light vehicle,Probox,Air Filter,Air Intake,AutoGen_1,5342.25,21-10-24,Clogged filter,Emergency,164,735.06,17569.01,29436.1
KDD 387B,Light vehicle,Probox,Oil Filter,Engine,AutoGen_7,3214.95,11-12-24,Oil leakage,Corrective,91.49,278.71,21067.11,32958.51
HM-340,Heavy Machinery,Compressor,Oil Filter,Engine,AutoGen_2,3429.86,07-04-25,Oil leakage,Preventive,24.2,749.13,7075.91,16490.52
HM-769,Heavy Machinery,SHOVEL,Air Filter,Air Intake,AutoGen_3,3646.59,27-04-25,Clogged filter,Emergency,46.55,1915.04,13821.31,29318.31
HM-665,Heavy Machinery,JCB GRABBER,Hydraulic Pump,Hydraulics,JKT,7418.34,23-03-25,Hydraulic issue,Corrective,25.93,1387.67,5140.77,20219.95
HM-108,Heavy Machinery,HYDRA,Alternator,Electrical,AutoGen_5,4121.97,29-03-25,Overcharging,Emergency,29.95,1045.2,21898.07,41148.27
HM-147,Heavy Machinery,HYDRA,Tyre,Wheels,JKT,14283.36,29-01-25,Tyre burst,Emergency,125.18,1023.59,7047.55,39541.6
HM-196,Heavy Machinery,Compressor,Air Filter,Air Intake,AutoGen_7,11114.45,30-08-24,Clogged filter,Breakdown,184.37,285.88,27890.79,52848.05
HM-332,Heavy Machinery,SHOVEL,Tyre,Wheels,JKT,2982.02,26-08-24,Puncture,Corrective,192.52,605.78,18897.56,29057.53
HM-894,Heavy Machinery,Compressor,Battery,Electrical,AutoGen_2,3888.61,15-03-25,Won't start,Preventive,167.55,1828.37,26904.05,45931.46
HM-302,Heavy Machinery,Compressor,Radiator,Cooling System,AutoGen_3,9374.96,25-11-24,Coolant leakage,Corrective,110.53,329.45,20196.08,46429.52
HM-952,Heavy Machinery,SHOVEL,Hydraulic Pump,Hydraulics,AutoGen_9,3215.91,23-09-24,Low pressure,Corrective,29.43,554.99,18866.9,40175.7
HM-856,Heavy Machinery,HYDRA,Radiator,Cooling System,AutoGen_9,2660.95,04-10-24,Coolant leakage,Emergency,131.58,843.09,20700.93,35694.67
HM-560,Heavy Machinery,Compressor,Fuel Pump,Fuel System,AutoGen_9,7167.26,28-11-24,Overheating,Corrective,108.84,1676.75,27593.25,49159.09
HM-453,Heavy Machinery,HYDRA,Fuel Pump,Fuel System,AutoGen_7,11815.68,30-09-24,Hydraulic issue,Breakdown,23.04,838.14,5381.46,36872.47
HM-332,Heavy Machinery,Compressor,Brake Pads,Braking System,JKT,5378.65,07-08-24,Hydraulic issue,Preventive,128.55,1032.38,9458.6,24762.73
HM-543,Heavy Machinery,HYDRA,Oil Filter,Engine,AutoGen_3,14182.3,04-01-25,Oil leakage,Emergency,102.18,414.4,14043.22,35519.37
HM-744,Heavy Machinery,HYDRA,Alternator,Electrical,AutoGen_2,13984.62,03-08-24,Electrical failure,Preventive,66.21,651.38,11758.29,41535.27
HM-674,Heavy Machinery,Compressor,Fuel Pump,Fuel System,AutoGen_2,3010.36,28-07-24,Overheating,Corrective,13.48,125.92,19615.43,31324.74
HM-960,Heavy Machinery,Compressor,Fuel Pump,Fuel System,AutoGen_10,1544.17,03-08-24,Low power,Preventive,101.83,727.38,15990.42,30144.06
HM-674,Heavy Machinery,JCB GRABBER,Oil Filter,Engine,AutoGen_1,14038.01,03-05-25,Oil leakage,Preventive,111.86,484.19,23754.25,56082.82
HM-403,Heavy Machinery,SHOVEL,Spark Plug,Ignition,AutoGen_9,9985.91,11-01-25,Low power,Corrective,63.37,474.21,25198.83,41893.7
HM-615,Heavy Machinery,SHOVEL,Tyre,Wheels,JKT,10684.56,09-06-25,Puncture,Breakdown,164.85,1776.9,24256.33,52963.57
HM-628,Heavy Machinery,HYDRA,Tyre,Wheels,JKT,13284.34,24-04-25,New tyre,Breakdown,160.7,516.17,17317.05,46867.55
HM-255,Heavy Machinery,SHOVEL,Hydraulic Pump,Hydraulics,AutoGen_3,9716.1,15-01-25,Fluid leakage,Breakdown,49.1,1994.26,27591.76,55234.5
HM-985,Heavy Machinery,HYDRA,Fuel Pump,Fuel System,JKT,5908.78,08-09-24,Hydraulic issue,Breakdown,182.75,1959.36,6280.32,28602.22
HM-965,Heavy Machinery,Compressor,Battery,Electrical,AutoGen_10,2581.87,12-08-24,Low voltage,Breakdown,122.56,1934.74,7337.69,29343.17
HM-421,Heavy Machinery,HYDRA,Hydraulic Pump,Hydraulics,AutoGen_9,14095.4,04-01-25,Fluid leakage,Preventive,129.29,673.91,9789.46,38157.5
HM-578,Heavy Machinery,HYDRA,Fuel Pump,Fuel System,AutoGen_2,2482.53,10-04-25,Hydraulic issue,Corrective,88.42,693.97,5872.81,13451.72
HM-173,Heavy Machinery,SHOVEL,Air Filter,Air Intake,AutoGen_1,7843.32,12-07-24,Reduced air intake,Corrective,52.88,1228.71,21613.62,41950.69
HM-732,Heavy Machinery,Compressor,Tyre,Wheels,JKT,13748.31,06-07-24,New tyre,Emergency,83.11,1482.02,20833.73,49109.36
HM-936,Heavy Machinery,SHOVEL,Spark Plug,Ignition,AutoGen_1,4455.25,12-04-25,Hydraulic issue,Emergency,164.93,1261.45,29291.91,42688.84
HM-326,Heavy Machinery,SHOVEL,Battery,Electrical,AutoGen_3,8280.89,29-08-24,Won't start,Corrective,190.92,778.29,10522.54,26671.99
HM-165,Heavy Machinery,Compressor,Radiator,Cooling System,AutoGen_1,10490.92,07-07-24,Coolant leakage,Corrective,160.91,1670.11,14671.81,30355.69
HM-761,Heavy Machinery,SHOVEL,Air Filter,Air Intake,AutoGen_9,13436.39,27-04-25,Clogged filter,Preventive,51.26,893.4,25319.7,56778.93
HM-480,Heavy Machinery,SHOVEL,Spark Plug,Ignition,AutoGen_9,7424.38,12-01-25,Overheating,Corrective,163.27,978.42,26589.16,41640.26
HM-821,Heavy Machinery,SHOVEL,Brake Pads,Braking System,AutoGen_9,13541.89,23-10-24,Low power,Corrective,77.54,1397.84,6044.84,26137.62
HM-724,Heavy Machinery,JCB GRABBER,Hydraulic Pump,Hydraulics,AutoGen_1,13145.96,13-06-25,Fluid leakage,Preventive,37.71,208.51,26194.72,58924.54
HM-798,Heavy Machinery,HYDRA,Brake Pads,Braking System,AutoGen_3,5554.07,03-12-24,Low power,Emergency,40.81,1434.82,21823.88,35554.88
HM-426,Heavy Machinery,Compressor,Brake Pads,Braking System,AutoGen_7,11787.63,15-05-25,Engine noise,Preventive,85.2,111,8390.82,31105.64
HM-304,Heavy Machinery,Compressor,Battery,Electrical,AutoGen_8,14686.97,16-10-24,Low voltage,Preventive,178.87,117.87,29627.76,53045.91
HM-297,Heavy Machinery,JCB GRABBER,Hydraulic Pump,Hydraulics,AutoGen_9,2023.75,20-12-24,Low pressure,Corrective,102.23,1492.06,23710.4,32720.14
HM-614,Heavy Machinery,JCB GRABBER,Fuel Pump,Fuel System,AutoGen_6,9006.47,02-03-25,Hydraulic issue,Breakdown,108.25,1025.91,11530.76,25543.54
HM-245,Heavy Machinery,HYDRA,Air Filter,Air Intake,AutoGen_3,7149.65,10-11-24,Reduced air intake,Preventive,166.85,589.97,22606.52,43360.09
HM-732,Heavy Machinery,SHOVEL,Brake Pads,Braking System,AutoGen_8,7817.95,11-05-25,Overheating,Breakdown,158.26,678.56,13923.98,28711.03
HM-765,Heavy Machinery,JCB GRABBER,Tyre,Wheels,JKT,14985.14,10-10-24,Tyre burst,Emergency,33.14,1776.25,7211.39,32896.67
HM-268,Heavy Machinery,HYDRA,Brake Pads,Braking System,AutoGen_9,4905.31,02-04-25,Overheating,Emergency,13.43,1984.41,29730.21,45136.91
HM-203,Heavy Machinery,Compressor,Battery,Electrical,AutoGen_4,5102.14,14-03-25,Battery issue,Preventive,62.85,1954.3,27668.75,51833.56
HM-584,Heavy Machinery,HYDRA,Brake Pads,Braking System,AutoGen_2,10672.95,29-09-24,Overheating,Breakdown,116.59,1893.51,27711.34,48617.55
HM-996,Heavy Machinery,SHOVEL,Battery,Electrical,AutoGen_8,2455.23,05-11-24,Low voltage,Breakdown,120.73,1443.69,12458.67,28760.81
HM-842,Heavy Machinery,SHOVEL,Radiator,Cooling System,AutoGen_3,9872.98,02-03-25,Coolant leakage,Corrective,154.12,1112.23,9217.41,24094.56
HM-663,Heavy Machinery,JCB GRABBER,Battery,Electrical,AutoGen_4,13383.52,13-08-24,Battery issue,Preventive,116.18,1149.79,8652.4,41602.49
HM-133,Heavy Machinery,Compressor,Spark Plug,Ignition,AutoGen_8,8186.4,29-06-24,Hydraulic issue,Corrective,158.03,1192.37,7926.37,22173.39
HM-559,Heavy Machinery,Compressor,Hydraulic Pump,Hydraulics,AutoGen_2,2748.55,08-06-25,Hydraulic issue,Breakdown,76.25,1835.65,8309.79,24287.94
HM-398,Heavy Machinery,SHOVEL,Tyre,Wheels,JKT,13603.47,17-10-24,Puncture,Breakdown,84.15,537.91,5066.64,30227.24
HM-221,Heavy Machinery,Compressor,Hydraulic Pump,Hydraulics,AutoGen_1,8662.63,01-02-25,Low pressure,Preventive,133.28,878.61,25074.22,53055.57
HM-601,Heavy Machinery,SHOVEL,Fuel Pump,Fuel System,AutoGen_2,13599,05-08-24,Low power,Corrective,196.89,756.42,13766.14,40815.33
HM-870,Heavy Machinery,Compressor,Spark Plug,Ignition,AutoGen_8,7297.7,30-01-25,Low power,Preventive,135.69,1234.69,17278.85,42360.32
HM-516,Heavy Machinery,Compressor,Spark Plug,Ignition,AutoGen_8,9674.69,09-08-24,Overheating,Emergency,122.3,1133.99,6463.48,21875.6
HM-134,Heavy Machinery,Compressor,Spark Plug,Ignition,AutoGen_3,5902.62,01-02-25,Overheating,Corrective,29.28,870.44,28547.11,49114.86
HM-551,Heavy Machinery,JCB GRABBER,Alternator,Electrical,AutoGen_5,10821.04,12-11-24,Overcharging,Corrective,58.2,1682.45,13976.03,33254.51
HM-951,Heavy Machinery,SHOVEL,Oil Filter,Engine,AutoGen_2,3878.61,07-05-25,Reduced engine performance,Emergency,48.45,1468.03,29319.06,47937.12
HM-223,Heavy Machinery,Compressor,Air Filter,Air Intake,AutoGen_2,4628.91,23-02-25,Reduced air intake,Breakdown,52.06,111.12,7842.02,32187.82
HM-700,Heavy Machinery,Compressor,Fuel Pump,Fuel System,AutoGen_4,6541.24,28-01-25,Hydraulic issue,Preventive,166.09,535.91,23545.84,49373.92
HM-944,Heavy Machinery,HYDRA,Radiator,Cooling System,AutoGen_1,6871.81,11-02-25,Overheating,Preventive,56.56,1810.82,13135.32,36068.22
HM-961,Heavy Machinery,JCB GRABBER,Spark Plug,Ignition,AutoGen_4,5515.8,06-12-24,Hydraulic issue,Breakdown,151.1,1604.83,11206.07,31357.35
HM-429,Heavy Machinery,HYDRA,Tyre,Wheels,JKT,13503.92,14-03-25,Tyre burst,Breakdown,175.78,1216.46,6248.42,24945.28
HM-909,Heavy Machinery,SHOVEL,Hydraulic Pump,Hydraulics,AutoGen_7,7398.97,04-01-25,Low pressure,Breakdown,141.56,1574.49,25476.89,47937.11
HM-557,Heavy Machinery,Compressor,Alternator,Electrical,AutoGen_5,4334.73,18-04-25,Electrical failure,Corrective,174.44,502.54,12650.52,31686.06
HM-252,Heavy Machinery,SHOVEL,Hydraulic Pump,Hydraulics,AutoGen_9,9490.52,08-03-25,Fluid leakage,Breakdown,100.89,965.89,21514.1,42019.27
HM-208,Heavy Machinery,HYDRA,Brake Pads,Braking System,AutoGen_6,9795.42,27-10-24,Engine noise,Emergency,34.88,1207.2,7318.56,23672.44
HM-731,Heavy Machinery,SHOVEL,Fuel Pump,Fuel System,AutoGen_5,9502.9,24-04-25,Overheating,Corrective,37.37,1411.35,22645.79,42705.11
HM-172,Heavy Machinery,Compressor,Oil Filter,Engine,JKT,8557.65,30-04-25,Oil leakage,Corrective,126.73,185.44,21771.84,47028.73
HM-634,Heavy Machinery,Compressor,Alternator,Electrical,AutoGen_6,6333.98,16-02-25,No power output,Preventive,134.01,1786.3,11429.77,29565.55
HM-703,Heavy Machinery,SHOVEL,Hydraulic Pump,Hydraulics,AutoGen_1,13171.92,22-09-24,Fluid leakage,Corrective,10.46,687.95,7195.39,34487.09
HM-338,Heavy Machinery,Compressor,Tyre,Wheels,JKT,14715.43,17-05-25,New tyre,Corrective,170.55,947.4,8095.56,31215.61
HM-428,Heavy Machinery,Compressor,Spark Plug,Ignition,JKT,5562.24,02-11-24,Engine noise,Corrective,87.54,430.49,19924.9,32870.04
HM-551,Heavy Machinery,HYDRA,Spark Plug,Ignition,JKT,10047.87,23-04-25,Hydraulic issue,Preventive,116.41,1845.73,23772.43,47174.66
HM-441,Heavy Machinery,HYDRA,Hydraulic Pump,Hydraulics,JKT,1616,25-02-25,Low pressure,Breakdown,134.9,924.53,18111.91,25523.82
HM-151,Heavy Machinery,HYDRA,Brake Pads,Braking System,AutoGen_4,2862.28,08-06-25,Overheating,Emergency,44.36,1113.44,26524.19,40645.5
HM-765,Heavy Machinery,SHOVEL,Radiator,Cooling System,AutoGen_2,9075.92,25-08-24,Overheating,Corrective,137.08,1140.04,15483.27,39632.07
HM-105,Heavy Machinery,JCB GRABBER,Fuel Pump,Fuel System,AutoGen_7,14127.1,02-01-25,Overheating,Breakdown,163.75,874.95,27175.61,50707.12
HM-387,Heavy Machinery,JCB GRABBER,Fuel Pump,Fuel System,AutoGen_7,11946.76,01-12-24,Hydraulic issue,Breakdown,74.68,181.94,24126.11,46592.72
HM-572,Heavy Machinery,JCB GRABBER,Hydraulic Pump,Hydraulics,AutoGen_4,14198.32,27-03-25,Hydraulic issue,Corrective,146.62,444.23,28507.26,53885.31
HM-726,Heavy Machinery,SHOVEL,Tyre,Wheels,JKT,6537.73,10-07-24,Tyre burst,Breakdown,56.84,152.36,18486.92,31109.38
HM-166,Heavy Machinery,Compressor,Oil Filter,Engine,JKT,8905.56,26-01-25,Reduced engine performance,Preventive,57.4,226.47,29596.51,48128.38
HM-389,Heavy Machinery,HYDRA,Spark Plug,Ignition,AutoGen_3,13879.7,06-01-25,Hydraulic issue,Preventive,28.53,844.79,28156.38,59680.48
HM-621,Heavy Machinery,HYDRA,Battery,Electrical,AutoGen_10,3025.41,05-03-25,Battery issue,Emergency,141.97,468.33,11402.53,24351.83
HM-150,Heavy Machinery,HYDRA,Oil Filter,Engine,AutoGen_4,9586.06,09-11-24,Oil leakage,Breakdown,159.6,1369.32,14774.42,30574.08
KMFX 625A,Motorbike,HUNTER,Headlight,Electrical,AutoGen_2,3663.69,01-07-24 0:00,Engine noise,Emergency,18.12,1451.68,24528.84,46837.78
KMGD 536A,Motorbike,TVS 125,Chain,Mechanical,AutoGen_3,3365.19,02-07-24 0:00,Low power,Emergency,183.49,755.02,18389.17,29306.31
KMFX 228A,Motorbike,TVS 150,Headlight,Electrical,AutoGen_10,2098.89,03-07-24 0:00,Engine noise,Emergency,169.99,1936.94,21851.73,39605.33
KMFX 724C,Motorbike,HUNTER,Headlight,Mechanical,AutoGen_4,3244.97,04-07-24 0:00,Engine noise,Routine,92.65,1720.21,9685.35,17983.56
KMFU 966F,Motorbike,HUNTER,Chain,Electrical,AutoGen_1,2531.71,05-07-24 0:00,Overheating,Routine,102.44,929,28126.64,38649.8
KMGD 501F,Motorbike,TVS 150,Chain,Electrical,AutoGen_7,4886.85,06-07-24 0:00,Hydraulic issue,Emergency,34.17,1135.38,28260.31,48675.83
KMFU 313F,Motorbike,HUNTER,Headlight,Electrical,AutoGen_10,4395.66,07-07-24 0:00,Engine noise,Routine,123.47,1449.9,24906.64,47914.18
KMFU 577C,Motorbike,TVS 125,Brake Pad,Mechanical,AutoGen_8,3886.92,08-07-24 0:00,Overheating,Emergency,75.02,1049.94,13436.29,29010.4
KMGD 155A,Motorbike,TVS 125,Headlight,Electrical,AutoGen_5,1943.94,09-07-24 0:00,Overheating,Emergency,157.53,1823.4,25700.36,37790.33
KMGB 518G,Motorbike,TVS 125,Headlight,Mechanical,AutoGen_4,2024.27,10-07-24 0:00,Engine noise,Routine,79.25,1650.97,26325.67,39976.21
KMGD 461G,Motorbike,TVS 125,Headlight,Electrical,AutoGen_5,1161.73,11-07-24 0:00,Low power,Routine,107.27,334.5,28102.59,40646.67
KMGB 878H,Motorbike,TVS 125,Headlight,Mechanical,AutoGen_8,3842.65,12-07-24 0:00,Low power,Emergency,157.46,1160.68,24916.7,39376.43
KMFX 840A,Motorbike,TVS 150,Chain,Electrical,AutoGen_8,1443.56,13-07-24 0:00,Hydraulic issue,Routine,186.1,928.48,29352.53,39044.83
KMFX 931E,Motorbike,HUNTER,Headlight,Mechanical,AutoGen_6,2757.35,14-07-24 0:00,Engine noise,Routine,53.79,1216.07,16075.48,33366.03
KMFX 478G,Motorbike,HUNTER,Brake Pad,Mechanical,AutoGen_7,1806.88,15-07-24 0:00,Overheating,Emergency,62.29,1769.92,9025.93,25485.48
KMGD 874H,Motorbike,TVS 150,Chain,Electrical,AutoGen_9,4583.05,16-07-24 0:00,Engine noise,Emergency,15.47,1724.99,19293.21,40988.43
KMFU 890D,Motorbike,TVS 150,Brake Pad,Mechanical,AutoGen_9,2901.48,17-07-24 0:00,Engine noise,Routine,25.74,279.24,21887.37,35768.17
KMFX 513G,Motorbike,TVS 125,Brake Pad,Electrical,AutoGen_6,3253.1,18-07-24 0:00,Low power,Emergency,146.8,321.77,24156.66,44822.48
KMFX 513D,Motorbike,TVS 150,Brake Pad,Electrical,AutoGen_10,3782.06,19-07-24 0:00,Overheating,Emergency,75.89,1264.78,12523.43,29022.5
KMFU 861A,Motorbike,TVS 150,Brake Pad,Electrical,AutoGen_4,1557.33,20-07-24 0:00,Overheating,Routine,12.81,1897.14,20270.69,40883.54
KMFU 925D,Motorbike,HUNTER,Chain,Electrical,AutoGen_9,3417.67,21-07-24 0:00,Overheating,Emergency,143.2,858.05,5739.36,27815.42
KMFU 294B,Motorbike,HUNTER,Chain,Electrical,AutoGen_8,3159.36,22-07-24 0:00,Overheating,Emergency,57.22,1092.57,24947.25,34766.01
KMFX 277D,Motorbike,TVS 150,Brake Pad,Electrical,AutoGen_8,1812.24,23-07-24 0:00,Overheating,Routine,99.91,165.41,13508.98,25547.7
KMFU 785B,Motorbike,TVS 125,Brake Pad,Electrical,AutoGen_1,4771.41,24-07-24 0:00,Engine noise,Routine,171.2,801.41,10132.23,23858.53
KMGD 264E,Motorbike,TVS 125,Chain,Electrical,AutoGen_7,3395.46,25-07-24 0:00,Low power,Emergency,99.69,1039.76,9098.83,22310.69
KMFU 109D,Motorbike,HUNTER,Chain,Electrical,AutoGen_5,3779.14,26-07-24 0:00,Engine noise,Emergency,130.2,117.82,28243.84,37305.39
KMFX 308D,Motorbike,HUNTER,Chain,Electrical,AutoGen_4,4521.87,27-07-24 0:00,Engine noise,Routine,189.37,692.07,23489.85,39767.28
KMGD 243B,Motorbike,TVS 150,Headlight,Electrical,AutoGen_3,3497.42,28-07-24 0:00,Hydraulic issue,Routine,175.61,854.75,9237.22,28093.67
KMGD 920H,Motorbike,TVS 125,Headlight,Mechanical,AutoGen_2,2182.53,29-07-24 0:00,Overheating,Routine,167.96,133.55,23489.08,43325.52
KMFX 348D,Motorbike,TVS 150,Headlight,Mechanical,AutoGen_2,1421.98,30-07-24 0:00,Low power,Routine,180.44,312.12,11296.99,19589.28
KMGD 346F,Motorbike,TVS 150,Brake Pad,Electrical,AutoGen_7,2826.14,31-07-24 0:00,Low power,Emergency,166.59,1684.51,24798.7,45564.98
KMGD 320F,Motorbike,TVS 150,Headlight,Electrical,AutoGen_9,1873.76,01-08-24 0:00,Hydraulic issue,Routine,102.01,1153.16,15748.02,36274.73
KMFX 912A,Motorbike,TVS 125,Brake Pad,Electrical,AutoGen_3,2666.04,02-08-24 0:00,Engine noise,Routine,89.47,1767.17,9866.83,19583.73
KMGB 794B,Motorbike,HUNTER,Brake Pad,Electrical,AutoGen_8,4533.12,03-08-24 0:00,Overheating,Emergency,185.32,1220.51,22655.56,39787.4
