Number_Plate,Vehicle_Type,Model,Part_Name,Category,Supplier,Purchase_Cost,Service_Date,Issue_Reported,Service_Type,Fuel_Consumed_Litres,Distance_Covered_KM,Insurance_Cost,Cost_of_Ownership,REG. NO.,Type_of_Service
KTCB 159H,Tractor,WINCH VALTRA,Battery,Electrical,AutoGen_4,4420.5,02/06/2025,Low voltage,Emergency,423.17,1814.92,12055.61,31261.83,KTCA 100A,Minor Service
KTCB 244F,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,AutoGen_3,1606.14,02/21/2025,Engine noise,Preventive,97.85,424.38,18302.93,33229.63,KTCA 100A,Major Service
KTCC 560F,Tractor,WINCH VALTRA,Oil Filter,Engine,AutoGen_8,8074.63,09/16/2024,Reduced engine performance,Preventive,601.39,1980.76,9131.5,31236.87,KTCA 100A,Major Service
KTCB 706B,Tractor,WINCH VALTRA,Oil Filter,Engine,AutoGen_7,11032.8,10/31/2024,Oil leakage,Breakdown,46.55,187.66,6367.76,35115.78,KTCA 100A,Minor Service
KTCB 568F,Tractor,WINCH VALTRA,Battery,Electrical,AutoGen_9,13355.79,05/17/2025,Low voltage,Emergency,511.98,1718.38,23519.77,56236.71,KTCA 100A,Minor Service
KTCC 144H,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,JKT,12476.38,11/30/2024,Engine noise,Corrective,216.96,1043.49,16314.09,40283.4,KTCA 100A,Major Service
KTCC 159C,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_5,3647.16,11/13/2024,Low pressure,Preventive,390.87,1429.46,27393.29,41582.57,KTCA 100A,Minor Service
KTCC 182D,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_9,10780.13,05/02/2025,Hydraulic issue,Breakdown,532.96,1893.9,8976.49,25820.85,KTCA 100A,Minor Service
KTCC 125D,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,2961.74,09/30/2024,Puncture,Corrective,128.3,398.14,14524.73,26716.06,KTCA 100A,Minor Service
KTCB 658C,Tractor,WINCH VALTRA,Alternator,Electrical,AutoGen_10,11462.74,11/30/2024,Electrical failure,Breakdown,205.63,730.19,25240.75,49364.52,KTCA 100A,Minor Service
KTCA 816E,Tractor,WINCH VALTRA,Oil Filter,Engine,AutoGen_5,12409.48,12/06/2025,Reduced engine performance,Corrective,149.58,739.47,24568.1,50529.73,KTCA 100A,Major Service
KTCC 133A,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_10,13403.99,06/26/2024,Hydraulic issue,Breakdown,443.55,1730.0,28289.91,48462.0,KTCA 100A,Minor Service
KTCC 600D,Tractor,WINCH VALTRA,Air Filter,Air Intake,AutoGen_10,5243.24,10/23/2024,Clogged filter,Emergency,204.43,736.67,20062.1,31789.84,KTCA 100A,Minor Service
KTCC 535G,Tractor,WINCH VALTRA,Radiator,Cooling System,AutoGen_2,14278.32,10/02/2025,Overheating,Breakdown,154.22,642.89,17101.12,44594.73,KTCA 100A,Minor Service
KTCB 532D,Tractor,WINCH VALTRA,Air Filter,Air Intake,AutoGen_2,2031.77,07/19/2024,Reduced air intake,Preventive,186.24,775.72,11243.4,28432.13,KTCA 100A,Minor Service
KTCB 864D,Tractor,WINCH VALTRA,Radiator,Cooling System,AutoGen_9,4252.34,03/29/2025,Overheating,Emergency,433.71,1863.29,6319.52,20189.85,KTCA 100A,Minor Service
KTCA 895H,Tractor,WINCH VALTRA,Air Filter,Air Intake,AutoGen_4,3667.51,01/15/2025,Reduced air intake,Breakdown,198.68,936.71,17514.34,37354.18,KTCA 100A,Minor Service
KTCA 218C,Tractor,WINCH VALTRA,Alternator,Electrical,AutoGen_7,6899.35,11/28/2024,No power output,Corrective,412.72,1818.44,25174.78,38225.85,KTCA 100A,Minor Service
KTCB 214D,Tractor,WINCH VALTRA,Air Filter,Air Intake,AutoGen_3,13925.77,01/08/2024,Clogged filter,Breakdown,42.01,143.0,27064.73,56998.17,KTCA 100A,Minor Service
KTCB 150C,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_8,14973.07,03/02/2025,Overheating,Corrective,238.51,1105.33,16838.28,47494.75,KTCA 100A,Minor Service
KTCB 984D,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_10,11083.5,05/25/2025,Fluid leakage,Emergency,303.56,1402.96,5311.98,30643.46,KTCA 100A,Minor Service
KTCA 756B,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,AutoGen_3,5975.02,11/27/2024,Hydraulic issue,Emergency,424.35,1343.59,15244.73,28485.61,KTCA 100A,Minor Service
KTCB 866H,Tractor,WINCH VALTRA,Battery,Electrical,AutoGen_6,13216.03,05/08/2024,Won't start,Breakdown,415.55,1382.25,19233.62,40126.34,KTCA 100A,Minor Service
KTCC 814B,Tractor,WINCH VALTRA,Radiator,Cooling System,AutoGen_2,12869.78,09/10/2024,Overheating,Breakdown,68.92,326.13,28940.81,47545.43,KTCA 100A,Minor Service
KTCB 921E,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,JKT,4732.59,02/10/2024,Engine noise,Breakdown,207.09,1017.57,26897.0,37226.32,KTCA 100A,Major Service
KTCB 780C,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_2,11564.35,10/12/2024,Low power,Emergency,283.1,920.53,26943.32,43693.72,KTCA 100A,Minor Service
KTCA 392A,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_3,3362.27,12/24/2024,Engine noise,Breakdown,494.92,1662.97,7803.61,27390.73,KTCA 100A,Major Service
KTCB 622C,Tractor,WINCH VALTRA,Oil Filter,Engine,AutoGen_5,12414.83,04/15/2025,Reduced engine performance,Preventive,258.48,783.3,12888.71,44536.91,KTCA 100A,Major Service
KTCB 797C,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_2,6539.28,01/07/2024,Overheating,Corrective,346.28,1680.86,7120.64,32977.64,KTCA 100A,Minor Service
KTCA 755E,Tractor,WINCH VALTRA,Alternator,Electrical,AutoGen_1,11163.86,07/23/2024,No power output,Preventive,217.72,903.9,25538.59,44099.7,KTCA 100A,Minor Service
KTCA 262C,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,AutoGen_9,9544.78,01/04/2025,Engine noise,Preventive,426.26,1989.71,12383.16,30072.22,KTCA 100A,Major Service
KTCC 369C,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_3,4228.4,03/15/2025,Fluid leakage,Corrective,95.79,443.92,20603.8,39182.54,KTCA 100A,Minor Service
KTCC 381B,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_9,7840.08,07/08/2024,Low power,Emergency,398.09,1593.14,25893.62,42057.53,KTCA 100A,Minor Service
KTCC 917C,Tractor,WINCH VALTRA,Battery,Electrical,AutoGen_5,5981.89,12/06/2025,Battery issue,Preventive,260.11,1137.72,27992.43,39192.33,KTCA 100A,Minor Service
KTCA 807C,Tractor,WINCH VALTRA,Brake Pads,Braking System,JKT,8570.96,05/11/2024,Engine noise,Preventive,168.98,726.57,16349.29,37179.74,KTCA 100A,Major Service
KTCC 778B,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,AutoGen_8,8279.02,04/04/2025,Hydraulic issue,Corrective,43.24,174.74,9825.16,30608.21,KTCA 100A,Minor Service
KTCB 255D,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_6,4498.05,04/18/2025,Low power,Corrective,86.34,391.76,24163.56,34299.11,KTCA 100A,Minor Service
KTCA 688C,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_3,11102.17,06/18/2024,Fluid leakage,Corrective,269.9,1093.46,29872.41,54156.75,KTCA 100A,Minor Service
KTCC 264C,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_8,4105.65,05/11/2024,Overheating,Emergency,381.42,1764.55,22494.45,41886.11,KTCA 100A,Minor Service
KTCB 625F,Tractor,WINCH VALTRA,Brake Pads,Braking System,JKT,12443.0,03/14/2025,Overheating,Emergency,149.69,704.88,13042.98,40169.15,KTCA 100A,Minor Service
KTCC 874E,Tractor,WINCH VALTRA,Spark Plug,Ignition,JKT,8217.23,04/18/2025,Low power,Emergency,140.91,465.1,17616.37,35437.48,KTCA 100A,Minor Service
KTCA 243H,Tractor,WINCH VALTRA,Air Filter,Air Intake,JKT,13653.65,03/17/2025,Clogged filter,Preventive,93.88,360.3,23675.77,52148.45,KTCA 100A,Minor Service
KTCC 789D,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_2,6199.29,07/18/2024,Hydraulic issue,Emergency,346.46,1694.79,17352.74,36996.88,KTCA 100A,Minor Service
KTCA 319E,Tractor,WINCH VALTRA,Oil Filter,Engine,AutoGen_7,13912.32,11/19/2024,Oil leakage,Emergency,46.31,143.36,10070.8,38241.2,KTCA 100A,Minor Service
KTCC 401G,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_1,10371.26,05/09/2024,Engine noise,Preventive,34.41,135.14,5823.0,22772.68,KTCA 100A,Major Service
KTCB 275G,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_5,2551.24,04/25/2025,Fluid leakage,Breakdown,397.55,1674.37,21688.16,33014.96,KTCA 100A,Minor Service
KTCC 636B,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,AutoGen_2,7336.21,12/28/2024,Overheating,Corrective,258.42,1046.93,21691.81,34234.19,KTCA 100A,Minor Service
KTCA 395C,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_10,5231.8,04/30/2025,Overheating,Preventive,518.19,1603.03,8212.6,32782.97,KTCA 100A,Minor Service
KTCC 804C,Tractor,WINCH VALTRA,Oil Filter,Engine,AutoGen_8,14905.61,02/04/2025,Reduced engine performance,Corrective,48.44,188.49,5990.95,28745.38,KTCA 100A,Major Service
KTCA 890H,Tractor,WINCH VALTRA,Battery,Electrical,AutoGen_10,11437.39,09/01/2025,Won't start,Emergency,315.6,1320.03,23470.89,41070.88,KTCA 100A,Minor Service
KTCB 104D,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_9,12351.32,06/09/2024,Overheating,Emergency,378.78,1212.75,8704.39,31225.86,KTCA 100A,Minor Service
KTCA 521A,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_6,8211.98,06/19/2024,Overheating,Emergency,244.15,1129.19,15627.03,39254.68,KTCA 100A,Minor Service
KTCA 203E,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_2,3031.55,06/26/2024,Hydraulic issue,Emergency,41.73,194.55,23231.19,37500.0,KTCA 100A,Minor Service
KTCB 219E,Tractor,WINCH VALTRA,Battery,Electrical,AutoGen_4,13672.68,01/13/2025,Won't start,Breakdown,465.8,1773.25,22977.16,50685.74,KTCA 100A,Minor Service
KTCA 817C,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_1,2027.5,05/27/2025,Engine noise,Breakdown,465.14,1903.34,11438.76,20444.95,KTCA 100A,Major Service
KTCC 733A,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,12110.62,05/02/2025,New tyre,Breakdown,401.0,1787.89,19679.34,50857.42,KTCA 100A,Minor Service
KTCB 310B,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_6,4781.65,12/28/2024,Hydraulic issue,Breakdown,319.59,1082.01,12507.34,33087.66,KTCA 100A,Minor Service
KTCC 980C,Tractor,WINCH VALTRA,Radiator,Cooling System,AutoGen_10,3892.46,10/08/2024,Overheating,Corrective,451.96,1550.13,14261.54,35485.42,KTCA 100A,Minor Service
KTCC 567G,Tractor,WINCH VALTRA,Air Filter,Air Intake,AutoGen_3,6753.26,06/29/2024,Reduced air intake,Emergency,39.1,166.16,26204.79,42166.99,KTCA 100A,Minor Service
KTCA 578D,Tractor,WINCH VALTRA,Oil Filter,Engine,AutoGen_2,10133.59,09/01/2025,Oil leakage,Corrective,225.47,1074.23,7331.93,27585.41,KTCA 100A,Minor Service
KTCC 432C,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,4224.14,06/30/2024,New tyre,Emergency,400.33,1442.06,27944.92,39835.5,KTCA 100A,Minor Service
KTCB 352B,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_4,9726.65,04/01/2025,Low power,Corrective,227.06,750.68,27029.4,44472.48,KTCA 100A,Minor Service
KTCA 681G,Tractor,WINCH VALTRA,Radiator,Cooling System,AutoGen_7,11934.18,09/13/2024,Coolant leakage,Emergency,135.55,464.55,11722.48,31285.32,KTCA 100A,Minor Service
KTCC 899A,Tractor,WINCH VALTRA,Oil Filter,Engine,AutoGen_2,7421.45,10/21/2024,Reduced engine performance,Preventive,277.4,981.69,27398.08,49613.35,KTCA 100A,Major Service
KTCC 448H,Tractor,WINCH VALTRA,Oil Filter,Engine,AutoGen_7,11681.14,09/04/2025,Reduced engine performance,Breakdown,308.15,1061.75,21689.37,45504.96,KTCA 100A,Major Service
KTCA 314B,Tractor,WINCH VALTRA,Radiator,Cooling System,AutoGen_8,9811.45,12/10/2024,Overheating,Preventive,387.8,1198.22,29991.61,57214.71,KTCA 100A,Minor Service
KTCA 348C,Tractor,WINCH VALTRA,Alternator,Electrical,AutoGen_7,12503.05,09/23/2024,No power output,Breakdown,185.21,720.51,15730.68,42757.7,KTCA 100A,Minor Service
KTCC 935B,Tractor,WINCH VALTRA,Air Filter,Air Intake,AutoGen_8,6476.29,09/14/2024,Reduced air intake,Breakdown,231.99,889.84,29809.55,51363.65,KTCA 100A,Minor Service
KTCA 948F,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,AutoGen_7,2130.03,01/07/2024,Hydraulic issue,Emergency,296.32,1167.51,10691.41,24957.85,KTCA 100A,Minor Service
KTCA 844B,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,AutoGen_2,11531.89,11/16/2024,Overheating,Breakdown,33.39,115.63,7155.77,34923.19,KTCA 100A,Minor Service
KTCC 152A,Tractor,WINCH VALTRA,Alternator,Electrical,AutoGen_3,3695.56,05/15/2025,Electrical failure,Preventive,235.03,1023.76,13692.46,22980.35,KTCA 100A,Minor Service
KTCB 411G,Tractor,WINCH VALTRA,Alternator,Electrical,AutoGen_2,6217.22,11/24/2024,Electrical failure,Preventive,443.77,1616.25,13772.55,34204.72,KTCA 100A,Minor Service
KTCB 500E,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,9869.91,11/25/2024,Tyre burst,Emergency,403.15,1756.8,16355.97,34483.99,KTCA 100A,Minor Service
KTCC 431F,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_7,7312.56,04/22/2025,Engine noise,Emergency,256.29,1203.33,13971.0,34739.82,KTCA 100A,Major Service
KTCB 731F,Tractor,WINCH VALTRA,Alternator,Electrical,AutoGen_3,5062.37,03/31/2025,No power output,Emergency,422.11,1487.1,10998.76,27983.49,KTCA 100A,Minor Service
KTCB 665F,Tractor,WINCH VALTRA,Alternator,Electrical,AutoGen_1,3359.01,09/30/2024,No power output,Preventive,84.09,337.57,5309.96,24826.68,KTCA 100A,Minor Service
KTCA 665E,Tractor,WINCH VALTRA,Radiator,Cooling System,AutoGen_7,14120.74,12/23/2024,Coolant leakage,Breakdown,37.29,142.07,20041.43,40614.57,KTCA 100A,Minor Service
KTCA 493G,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_3,6585.43,08/16/2024,Overheating,Corrective,482.83,1801.48,10323.77,29602.76,KTCA 100A,Minor Service
KTCA 999B,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,2283.16,01/26/2025,Puncture,Breakdown,462.93,1720.9,12503.99,26888.36,KTCA 100A,Minor Service
KTCB 153H,Tractor,WINCH VALTRA,Air Filter,Air Intake,AutoGen_4,9967.0,02/19/2025,Reduced air intake,Preventive,276.7,1275.41,16488.01,41113.58,KTCA 100A,Minor Service
KTCA 691C,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_6,3480.2,01/26/2025,Low power,Corrective,383.57,1519.43,15095.93,34912.53,KTCA 100A,Minor Service
KTCC 527F,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_2,9287.07,10/09/2024,Low power,Preventive,230.85,728.02,16877.56,34425.16,KTCA 100A,Minor Service
KTCA 243D,Tractor,WINCH VALTRA,Alternator,Electrical,AutoGen_3,9948.02,04/21/2025,Overcharging,Preventive,405.89,1909.84,23128.27,42010.14,KTCA 100A,Minor Service
KTCA 290H,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_5,9567.74,09/27/2024,Engine noise,Preventive,34.45,164.94,15280.65,37265.88,KTCA 100A,Major Service
KTCA 563H,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,AutoGen_2,4915.62,09/11/2024,Low power,Breakdown,362.97,1301.93,22346.41,42888.98,KTCA 100A,Minor Service
KTCA 567D,Tractor,WINCH VALTRA,Air Filter,Air Intake,AutoGen_1,6696.55,10/27/2024,Reduced air intake,Breakdown,236.31,873.02,7227.47,30762.31,KTCA 100A,Minor Service
KTCB 855F,Tractor,WINCH VALTRA,Alternator,Electrical,AutoGen_7,9494.6,08/02/2025,No power output,Emergency,224.24,799.11,21119.62,40517.35,KTCA 100A,Minor Service
KTCB 272H,Tractor,WINCH VALTRA,Alternator,Electrical,JKT,6392.39,10/14/2024,No power output,Preventive,308.53,1099.9,12827.57,25761.82,KTCA 100A,Minor Service
KTCC 872A,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,AutoGen_6,4854.11,10/24/2024,Engine noise,Breakdown,67.95,213.03,11589.87,25752.89,KTCA 100A,Major Service
KTCC 795B,Tractor,WINCH VALTRA,Battery,Electrical,JKT,4576.81,08/13/2024,Low voltage,Breakdown,591.8,1910.91,26123.12,49408.85,KTCA 100A,Minor Service
KTCA 286B,Tractor,WINCH VALTRA,Radiator,Cooling System,AutoGen_7,3312.45,11/15/2024,Overheating,Corrective,129.38,490.96,13619.25,35036.85,KTCA 100A,Minor Service
KTCC 551B,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,8327.64,06/03/2025,Puncture,Corrective,181.44,904.58,9244.67,32786.81,KTCA 100A,Minor Service
KTCC 110G,Tractor,WINCH VALTRA,Alternator,Electrical,AutoGen_10,6193.85,04/25/2025,Overcharging,Emergency,193.31,924.7,9062.78,34065.47,KTCA 100A,Minor Service
KTCA 827G,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_1,7770.08,02/07/2024,Hydraulic issue,Emergency,403.19,1731.49,20178.57,47702.47,KTCA 100A,Minor Service
KTCC 946B,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_9,7619.0,10/01/2025,Hydraulic issue,Corrective,148.09,701.06,28727.44,46267.94,KTCA 100A,Minor Service
KTCC 816A,Tractor,WINCH VALTRA,Oil Filter,Engine,AutoGen_8,10809.43,09/28/2024,Reduced engine performance,Emergency,224.33,731.31,29305.14,48425.75,KTCA 100A,Major Service
KTCC 532H,Tractor,WINCH VALTRA,Radiator,Cooling System,JKT,11067.1,09/09/2024,Coolant leakage,Emergency,271.6,1338.23,23309.92,48708.56,KTCA 100A,Minor Service
KTCC 965D,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,AutoGen_10,7537.47,12/19/2024,Engine noise,Preventive,463.77,1666.66,23748.46,37220.78,KTCA 100A,Major Service
KTCA 264C,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,AutoGen_6,8513.18,08/10/2024,Engine noise,Emergency,151.79,668.18,11750.97,36252.56,KTCA 100A,Major Service
KTCA 353E,Tractor,WINCH VALTRA,Tyre,Wheels,JKT,14909.09,12/20/2024,Tyre burst,Corrective,132.63,618.09,5743.2,39881.31,KTCA 100A,Minor Service
KTCB 154E,Tractor,WINCH VALTRA,Alternator,Electrical,JKT,6438.19,04/02/2025,No power output,Preventive,441.58,1400.26,13289.54,25323.73,KTCA 100A,Minor Service
KTCA 119E,Tractor,WINCH VALTRA,Brake Pads,Braking System,AutoGen_3,8737.42,06/23/2024,Engine noise,Corrective,393.18,1488.95,14286.98,42431.36,KTCA 100A,Major Service
KTCB 966B,Tractor,WINCH VALTRA,Fuel Pump,Fuel System,AutoGen_7,11364.25,01/08/2024,Hydraulic issue,Corrective,255.99,1193.36,12669.82,41748.95,KTCA 100A,Minor Service
KTCC 233H,Tractor,WINCH VALTRA,Air Filter,Air Intake,JKT,5383.52,04/02/2025,Clogged filter,Corrective,106.63,467.74,27666.36,47510.27,KTCA 100A,Minor Service
KTCA 884A,Tractor,WINCH VALTRA,Radiator,Cooling System,JKT,12695.8,03/09/2024,Coolant leakage,Corrective,600.19,1854.59,22634.94,53865.18,KTCA 100A,Minor Service
KTCB 623C,Tractor,WINCH VALTRA,Hydraulic Pump,Hydraulics,AutoGen_4,14459.64,03/14/2025,Fluid leakage,Corrective,118.39,407.67,16211.3,50150.46,KTCA 100A,Minor Service
KTCC 861E,Tractor,WINCH VALTRA,Radiator,Cooling System,AutoGen_1,14167.45,05/12/2024,Coolant leakage,Corrective,277.06,1360.64,27931.92,48912.85,KTCA 100A,Minor Service
KTCA 681C,Tractor,WINCH VALTRA,Radiator,Cooling System,JKT,14762.42,07/21/2024,Overheating,Emergency,489.39,1975.08,19172.86,41412.98,KTCA 100A,Minor Service
KTCA 451B,Tractor,WINCH VALTRA,Air Filter,Air Intake,AutoGen_7,4948.19,02/19/2025,Clogged filter,Emergency,537.38,1973.36,15355.57,30404.39,KTCA 100A,Minor Service
KTCC 424F,Tractor,WINCH VALTRA,Spark Plug,Ignition,AutoGen_3,6585.45,04/18/2025,Hydraulic issue,Corrective,391.16,1760.57,21159.41,35597.9,KTCA 100A,Minor Service
KTCC 670H,Tractor,WINCH VALTRA,Alternator,General,JKT,7007.53,01/18/2025,Overcharging,Breakdown,103.67,374.6,12434.04,24353.68,KTCA 100A,Minor Service
KTCC 120E,Tractor,WINCH SAME,Brake Pads,Braking System,AutoGen_5,14494.2,03/20/2025,Overheating,Emergency,36.23,153.9,10442.73,44141.11,KTCA 101A,Minor Service
KTCC 763A,Tractor,WINCH SAME,Brake Pads,Braking System,AutoGen_5,5076.29,07/12/2024,Hydraulic issue,Emergency,374.16,1761.95,18685.16,34927.92,KTCA 101A,Minor Service
KTCB 938H,Tractor,WINCH SAME,Hydraulic Pump,Hydraulics,AutoGen_9,6150.8,03/02/2025,Hydraulic issue,Breakdown,430.07,1349.66,17712.92,31780.05,KTCA 101A,Minor Service
KTCC 585G,Tractor,WINCH SAME,Tyre,Wheels,JKT,9873.94,11/06/2025,New tyre,Preventive,217.77,943.49,5203.1,23697.97,KTCA 101A,Minor Service
KTCA 249B,Tractor,WINCH SAME,Air Filter,Air Intake,AutoGen_2,1536.73,10/01/2025,Clogged filter,Corrective,547.64,1874.02,15271.29,34303.54,KTCA 101A,Minor Service
KTCA 859A,Tractor,WINCH SAME,Oil Filter,Engine,AutoGen_2,2295.77,07/17/2024,Oil leakage,Preventive,332.53,1386.26,13499.72,33753.42,KTCA 101A,Minor Service
KTCA 946D,Tractor,WINCH SAME,Spark Plug,Ignition,AutoGen_10,1719.39,06/02/2025,Hydraulic issue,Corrective,396.54,1684.7,18341.71,29972.19,KTCA 101A,Minor Service
KTCB 628E,Tractor,WINCH SAME,Battery,Electrical,AutoGen_4,14993.1,07/02/2025,Won't start,Breakdown,283.53,1389.78,8826.42,30511.93,KTCA 101A,Minor Service
KTCC 180D,Tractor,WINCH SAME,Hydraulic Pump,Hydraulics,AutoGen_2,13840.23,03/05/2025,Fluid leakage,Emergency,554.69,1989.97,5611.37,36693.79,KTCA 101A,Minor Service
KTCA 511F,Tractor,WINCH SAME,Air Filter,Air Intake,AutoGen_6,14742.16,02/04/2025,Reduced air intake,Corrective,349.95,1202.6,19576.05,42042.36,KTCA 101A,Minor Service
KTCB 192E,Tractor,WINCH SAME,Spark Plug,Ignition,JKT,13395.92,07/27/2024,Low power,Preventive,207.9,987.94,19394.92,48980.99,KTCA 101A,Minor Service
KTCA 852D,Tractor,WINCH SAME,Battery,Electrical,AutoGen_5,1974.22,12/26/2024,Won't start,Emergency,479.53,1592.3,19648.99,30839.53,KTCA 101A,Minor Service
KTCA 521D,Tractor,WINCH SAME,Radiator,Cooling System,AutoGen_3,12247.96,03/05/2025,Coolant leakage,Preventive,356.1,1596.6,26272.04,47251.67,KTCA 101A,Minor Service
KTCB 222A,Tractor,WINCH SAME,Air Filter,Air Intake,AutoGen_6,9918.17,05/09/2024,Clogged filter,Preventive,39.75,144.09,16123.47,33915.27,KTCA 101A,Minor Service
KTCC 434H,Tractor,WINCH SAME,Spark Plug,Ignition,AutoGen_8,8387.27,11/16/2024,Low power,Breakdown,584.74,1967.95,10661.88,35931.13,KTCA 101A,Minor Service
KTCA 975F,Tractor,WINCH SAME,Alternator,Electrical,AutoGen_8,3879.8,06/16/2025,Overcharging,Preventive,336.17,1587.65,23779.03,38139.53,KTCA 101A,Minor Service
KTCB 491B,Tractor,WINCH SAME,Alternator,Electrical,AutoGen_9,11416.6,02/02/2025,Overcharging,Emergency,225.31,728.23,25058.74,44047.72,KTCA 101A,Minor Service
KTCB 185H,Tractor,WINCH SAME,Air Filter,Air Intake,AutoGen_7,4340.05,03/08/2024,Clogged filter,Corrective,318.67,1043.55,24201.63,35841.88,KTCA 101A,Minor Service
KTCB 146A,Tractor,WINCH SAME,Alternator,Electrical,AutoGen_3,9603.39,03/03/2025,Electrical failure,Breakdown,95.0,365.17,8251.34,35614.11,KTCA 101A,Minor Service
KTCA 941G,Tractor,WINCH SAME,Fuel Pump,Fuel System,AutoGen_5,8898.56,02/23/2025,Overheating,Emergency,67.14,275.67,28283.99,46222.77,KTCA 101A,Minor Service
KTCC 213D,Tractor,WINCH SAME,Alternator,Electrical,AutoGen_7,8745.78,09/24/2024,Electrical failure,Breakdown,279.09,1169.44,15703.37,34020.08,KTCA 101A,Minor Service
KTCC 275F,Tractor,WINCH SAME,Oil Filter,Engine,AutoGen_8,7844.82,02/18/2025,Reduced engine performance,Preventive,405.47,1987.62,6688.83,19928.0,KTCA 101A,Major Service
KTCA 259D,Tractor,WINCH SAME,Oil Filter,Engine,JKT,5025.47,03/31/2025,Oil leakage,Emergency,432.0,1846.63,9832.56,28641.32,KTCA 101A,Minor Service
KTCA 336G,Tractor,WINCH SAME,Air Filter,Air Intake,AutoGen_2,4948.19,02/19/2025,Clogged filter,Emergency,394.87,1771.5,23750.69,47238.09,KTCA 101A,Minor Service
KTCA 683E,Tractor,WINCH SAME,Air Filter,Air Intake,AutoGen_7,10956.27,01/25/2025,Clogged filter,Corrective,160.76,630.8,20942.61,50366.37,KTCA 101A,Minor Service
KTCA 899B,Tractor,WINCH SAME,Oil Filter,Engine,AutoGen_1,7637.46,05/15/2025,Reduced engine performance,Preventive,63.7,254.26,14116.63,36825.21,KTCA 101A,Major Service
KTCC 228C,Tractor,WINCH SAME,Battery,Electrical,JKT,5716.39,11/08/2024,Won't start,Emergency,194.19,706.79,14781.79,26073.79,KTCA 101A,Minor Service
KTCB 544A,Tractor,WINCH SAME,Battery,Electrical,AutoGen_9,12272.83,05/28/2025,Battery issue,Preventive,343.36,1037.16,21247.25,46914.24,KTCA 101A,Minor Service
